選挙区,議員名,ひらがな,写真,所属会派,プロフィール,URL
三重県,山本　佐知子,やまもと　さちこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022041.jpg,自由民主党,昭和４２年１０月２４日生まれ。神戸大学法学部法律学科卒業、米オハイオ大学院修了。住友銀行勤務を経て、旅行観光業に約２０年間従事。「明治日本の産業革命遺産」の世界遺産登録に関わる。平成２８年参院選三重県選挙区から自民党公認で立候補するも惜敗。団体職員を経て、平成３１年三重県議会議員選挙（桑名市桑名郡選挙区）にて当選。令和４年７月参議院議員選挙（三重県選挙区）にて初当選。自民党三重県連女性局長。三重県議会議員時代には観光政策、中小企業や小規模事業者の経営振興、農業基盤整備事業、漁業環境保全など地域活性化の促進のために地域の産業を支援し、県とのパイプ役に徹する,/japanese/joho1/kousei/giin/profile/7022041.htm
滋賀県,嘉田　由紀子,かだ　ゆきこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019012.jpg,国民民主党・新緑風会,１９５０年５月１８日、埼玉県本庄市の養蚕農家生まれ。熊谷女子高校卒、京都大学農学部卒、京都大学大学院博士後期課程修了、米ウィスコンシン大学大学院修士課程修了、京都大学農学博士。京大探検部員としてアフリカ調査で水と環境の価値発見。日本では滋賀の歴史・琵琶湖の美しさに感動、琵琶湖研究開始。仕事と子育ての両立に奮闘しながら滋賀県職員として琵琶湖博物館の創設に携わった。京都精華大学教授を経て２００６年公共事業を見直し人に投資する「もったいない政策」で滋賀県知事に初当選。２０１０年過去最多得票で再選。出生率向上や高齢者の寿命日本一、ダムだけに頼らない流域治水政策を実現。２０１４年勇退、びわこ成蹊スポーツ大学学長。編著書は『命をつなぐ政治を求めて』『環境社会学』など多数。元環境社会学会会長。世界各国でのフィールドワーク研究に基づく比較社会学的観点から政策を提案。２０１９年滋賀県選挙区より初当選,/japanese/joho1/kousei/giin/profile/7019012.htm
滋賀県,こやり　隆史[小鑓　隆史],こやり　たかし,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016017.jpg,自由民主党,昭和４１年９月９日滋賀県大津市生まれ。大津市立仰木小学校、同堅田中学校、昭和６０年３月滋賀県立膳所高等学校卒業。平成４年３月京都大学大学院物理工学専攻修了。平成１４年１１月インペリアル・カレッジ・大学院修了。平成４年４月通商産業省入省。平成２１年６月ジェトロ・ヒューストンセンター次長。平成２６年２月内閣参事官（日本経済再生本部事務局）退職。平成２６年滋賀県知事選挙に立候補。平成２６年１１月国立大学法人東京工業大学特任教授。平成２７年９月第２４回参議院選挙初当選○現在厚労委理事、消費者特委筆頭理事、外交・安保調査会理事、情報監視審査会委員、党副幹事長、内閣第二部会長代理、総合エネルギー戦略調査会事務局次長、中小企業・小規模事業者政策調査会副幹事長、知的財産戦略調査会事務局次長、党改革実行本部幹事、観光立国調査会幹事,/japanese/joho1/kousei/giin/profile/7016017.htm
京都府,倉林　　明子,くらばやし　あきこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013020.jpg,日本共産党,１９６０年１２月３日福島県西会津町生まれ○京都市立看護短期大学卒業○１９８２年から看護師として右京病院（現・京都民医連中央病院）に勤務。同年、京都民主医療機関労働組合西支部書記長、京都医療労働組合連合会執行委員。１９８４年から京都府看護協会会員委員。１９９４年、京都府会議員補欠選挙（中京区・欠員１）に立候補し当選。１９９５年京都市会議員選挙（中京区）に立候補し、当選。以後、９９年、０３年、０７年、１１年の５期連続当選。２００１年、京都市会運営委員会理事。２００２年より日本共産党京都市会議員団幹事長など歴任。２０１０年２月、日本共産党中央委員に選出。２０１３年６月京都市会議員を辞職。同年７月、参議院京都選挙区で初当選○現在厚生労働委員会委員、行政監視委員会理事、消費者問題特別委員会委員。党幹部会副委員長、ジェンダー平等委員会責任者,/japanese/joho1/kousei/giin/profile/7013020.htm
京都府,西田　　昌司,にしだ　しょうじ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7007044.jpg,自由民主党,昭和３３年９月１９日京都市に生まれ、市立塔南高校を経て、同５６年３月滋賀大学経済学部卒業。同年９月森金次郎税理士事務所勤務、同５９年１２月税理士試験合格、同６２年４月西田昌司税理士事務所開設○平成２年４月３１歳で京都府議会議員に当選、５期を務める。その間自由民主党京都府議会議員団代表幹事・同全国青年議員連盟会長○平成１９年第２１回参議院京都選挙区にて当選○議院運営委員会庶務小委員長・予算委員会理事・原子力、地方・消費者問題各特別委員長・財政金融、厚生労働、法務委員会、決算委員会各筆頭理事○参議院自由民主党政策審議会長代理・党国会対策委員長代行・党税制調査会幹事・京都府支部連合会会長○著書に「政論（Ⅰ）（Ⅱ）―保守の原点を問う―」、共著「保守誕生―日本を陥没から救え―」、「総理への直言」、「財務省からアベノミクスを救う」,/japanese/joho1/kousei/giin/profile/7007044.htm
京都府,福山　　哲郎,ふくやま　てつろう,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g5998050.jpg,立憲民主・社民,昭和３７年１月１９日、東京都生まれ。同志社大学法学部卒業。京都大学大学院法学研究科修士課程修了（政治学・行政学専攻）○昭和６１年大和証券（株）○平成２年（財）松下政経塾入塾○平成７年さきがけ京都第一総支部長○平成１１年民主党入党○平成１７年９月、参議院環境委員長○平成１９年８月、民主党・新緑風会・日本政審会長○平成２１年９月、外務副大臣○平成２２年６月、内閣官房副長官○平成２３年９月、参議院外交防衛委員長○平成２６年９月、民主党政調会長○平成２８年３月、民進党幹事長代理○平成２９年９月、参議院東日本大震災復興特別委員長○平成２９年１０月、立憲民主党入党、立憲民主党幹事長○令和４年１０月、参議院国民生活・経済及び地方に関する調査会長○京都府身体障害者団体連合会会長○京都府バスケットボール協会会長○著書『原発危機　官邸からの証言』、『フェイクの時代に隠されていること』共著,/japanese/joho1/kousei/giin/profile/5998050.htm
京都府,吉井　　　章,よしい　あきら,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7022042.jpg,自由民主党,昭和４２年１月２日、京都市山科区生まれ。山科幼稚園、山階小学校、安祥寺中学校、洛南高等学校、京都産業大学中退。平成元年洛東産業株式会社勤務。平成１３年自由民主党京都府第２選挙区支部勤務。平成１７年衆議院議員山本ともひろ公設第一秘書。平成１９年京都市会議員初当選、以降連続４期当選し、１５年間にわたり京都市会議員を務める。その間、自由民主党京都市会議員団代表幹事・京都市会運営委員会理事、京都市会運営委員会委員長、京都サンガＦＣを支援する京都市会議員連盟会長等を歴任し、自由民主党京都府連幹事長、財務委員長を務めた。令和４年６月に京都市会議員を辞職し、７月に執行された参議院選挙に出馬し初当選を果たす○現在（一財）京都陸上競技協会参与、京都橘大学客員教授等,/japanese/joho1/kousei/giin/profile/7022042.htm
大阪府,東　　　　徹,あずま　とおる,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013005.jpg,日本維新の会,昭和４１年９月１６日、大阪市住之江区生まれ。平成２年近畿大学法学部卒業、同年４月現ダイワハウス（株）入社、同５年８月に同社を退職。同７年１～３月米国連邦下院議員インターンとして活動。同８年４月社会福祉法人信愛報恩会特別養護老人ホーム、高齢者在宅サービスセンターへ入職。同１０年３月東洋大学大学院修士課程修了（福祉社会システム専攻）。翌１１年４月より学校法人大阪滋慶学園大阪保健福祉専門学校社会福祉学科副学科長に就任。同１５年大阪府議会議員に初当選し、以後３期連続当選。在任中の同２２年に橋下徹、松井一郎（現大阪市長）らと、大阪維新の会を設立。翌２３年大阪維新の会総務会長に就任。同２４年日本維新の会設立、日本維新の会総務会長に就任、同２７年おおさか維新の会設立。翌２８年日本維新の会へ党名変更○現在日本維新の会参議院国会対策委員長。議院運営委員会理事○社会福祉士,/japanese/joho1/kousei/giin/profile/7013005.htm
大阪府,梅村　みずほ,うめむら　みずほ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019007.jpg,日本維新の会,昭和５３年９月１０日、愛知県名古屋市生まれ。愛媛県、山口県、滋賀県、富山県に育つ。富山県立呉羽高等学校、立命館大学文学部卒業。平成１３年、株式会社ＪＴＢに入社し、旅行営業業務に従事。平成１５年、フリーアナウンサーへ転向。大阪・京都を中心にリポーター、キャスター、ナレーターとして活動。平成２９年より話し方教室運営。京都橘大学非常勤講師、京都府高等学校文化連盟放送専門部講師。令和元年、第２５回通常選挙において大阪府選挙区より初当選,/japanese/joho1/kousei/giin/profile/7019007.htm
大阪府,太田　　房江[齊藤　　房江],おおた　ふさえ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013014.jpg,自由民主党,昭和２６年６月２６日広島県呉市生まれ。愛知県時習館高等学校、東京大学経済学部卒業○昭和５０年通商産業省入省、住宅産業課長、近畿通商産業局総務企画部長、消費経済課長を経て平成９年岡山県副知事、平成１１年通商産業大臣官房審議官に就任○平成１２年より大阪府知事を２期８年務める（全国初の女性知事）○平成２５年参議院選挙に比例代表として初当選○厚生労働大臣政務官、自民党女性局長などを歴任○令和元年参議院選挙で大阪選挙区より立候補、当選を果たす○現在経済産業副大臣、原子力災害現地対策本部長、経済産業委員会委員、国家基本政策委員会委員,/japanese/joho1/kousei/giin/profile/7013014.htm
大阪府,杉　　　久武,すぎ　ひさたけ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013028.jpg,公明党,昭和５１年１月４日大阪市生まれ。私立関西創価小学校・中学校・高等学校を経て、平成１０年創価大学経営学部卒業。在学中、公認会計士第２次試験合格。平成１０年中央監査法人入所。平成１４年公認会計士登録。平成１８年米国プライスウォーターハウスクーパース会計事務所駐在。平成１９年あらた監査法人入所。平成２２年米国公認会計士登録。平成２５年税理士登録○平成２５年参議院議員初当選。決算委員会理事、議院運営委員会理事、公明党参議院国会対策筆頭副委員長を経て、平成２８年財務大臣政務官、令和元年災害対策特別委員長、令和３年予算委員会理事○現在法務委員長、公明党青年委員会副委員長,/japanese/joho1/kousei/giin/profile/7013028.htm
大阪府,浅田　　　均,あさだ　ひとし,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016003.jpg,日本維新の会,１９５０年大阪市生まれ。市立今福小学校、放出中学校、府立大手前高校を経て京都大学文学部哲学科卒業。日本放送協会職員。スタンフォード大学大学院修士課程修了。１９９１年経済協力開発機構（ＯＥＣＤ）日本政府代表部専門調査員として渡仏。科学技術工業局・情報、通信政策委員会等を担当。９８年帰国。９９年から大阪府議５期。２０１１年から１４年まで議長。○２０１０年大阪都構想を実現させるため地域政党「大阪維新の会」を結党、大阪府大阪市特別区設置協議会会長として特別区設置協定書をまとめるも大阪市民の住民投票で否決される○日本維新の会政調会長等を経て現在参議院会長○共著「大阪維新（チーム橋下の戦略と作戦）」,/japanese/joho1/kousei/giin/profile/7016003.htm
大阪府,石川　　博崇,いしかわ　ひろたか,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010006.jpg,公明党,昭和４８年９月１２日大阪府豊中市生まれ◯平成８年創価大学工学部卒◯同８年外務省入省。イラク・サマーワ等勤務。中東・アラビア語の専門家として、歴代総理の通訳を務めた◯平成２２年参議院議員初当選。公明党青年委員長などを経て平成２６年防衛大臣政務官（兼）内閣府大臣政務官○平成２９年参議院法務委員長○平成３０年公明党参議院国会対策委員長○現在参議院決算委員会理事、公明党参議院政策審議会長、同大阪府本部代表,/japanese/joho1/kousei/giin/profile/7010006.htm
大阪府,高木　かおり[高木　佳保里],たかぎ　かおり,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016026.jpg,日本維新の会,昭和４７年１０月１０日生まれ。大阪府堺市出身。大阪府立三国丘高校卒業。京都女子大学家政学部卒業後、三菱信託銀行（現三菱ＵＦＪ信託銀行）に勤務○平成２３年４月堺市議会議員に初当選し、平成２７年４月２期目当選。母親の視点から教育の無償化や子育て問題に取り組んでいる。また、どの世代でも学び直しができる必要性を訴えリカレント教育を推進○平成２８年大阪府選挙区より参議院議員通常選挙において初当選,/japanese/joho1/kousei/giin/profile/7016026.htm
大阪府,松川　　るい[新居　　るい],まつかわ　るい,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016035.jpg,自由民主党,１９７１年生まれ。四天王寺中学・高校、東京大学法学部卒業後、外務省に入省。入省後、米国ジョージタウン大学国際関係論大学院修士号取得。外務省では、アジア外交や情勢分析の他、初代女性参画推進室長として、世界の女性活躍に取り組み、国際女性会議「ＷＡＷ！」を成功に導く。２０１６年初当選。参議院自民党唯一の元キャリア外交官。防衛大臣政務官、自民党では女性局長、国防部会長代理、外交部会長代理、大阪・関西万博推進本部事務局長、国際局次長など歴任。男性の育休「義務化」推進議連を立ち上げて、男性のための特別な育休創設を提言、育休法改正を実現。防衛大臣政務官在任時には子ども用の「はじめての防衛白書」を発案、好評により書籍化される。テレビや各種メディアに多数出演。２０２２年、初の単著「挑戦する力」（飛鳥新社）出版。同年、二度目の当選。二児の母,/japanese/joho1/kousei/giin/profile/7016035.htm
兵庫県,加田　　裕之,かだ　ひろゆき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019011.jpg,自由民主党,昭和４５年６月８日神戸市生まれ。平成５年甲南大学法学部を卒業後、神戸新聞マーケティングセンター企画編集部に勤務。阪神・淡路大震災後、被災地の復興状況を精力的に取材する中で、被災者の生の声に触れたことが政治の世界に入るきっかけとなる。平成８年に当時県議会議員であった奥谷通事務所に入所し、平成１０年衆議院議員奥谷通公設第二秘書を経て、平成１５年兵庫県議会議員選挙（神戸市長田区選挙区）で初当選。以来４期１６年にわたり県議会議員を務め、平成２５年、第１２１代兵庫県議会副議長、平成２９年、自民党県議団幹事長。令和元年７月、参議院議員選挙（兵庫県選挙区）において初当選。経済産業委員会理事。令和３年１１月、法務大臣政務官に就任。令和４年９月法務委員会理事、参自民国対副委員長,/japanese/joho1/kousei/giin/profile/7019011.htm
兵庫県,清水　　貴之,しみず　たかゆき,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013025.jpg,日本維新の会,１９７４年６月２９日、福岡県筑紫野市生まれ。松戸市立根木内中学校、芝浦工業大学柏高校を経て、１９９９年早稲田大学教育学部卒業。朝日放送（株）にアナウンサーとして入社。早朝番組のメインキャスターを９年間務める。また、在職中に関西学院大学大学院に通い、２００４年商学研究科博士課程前期課程修了（ＭＢＡ）。２０１０年に退社後はフリーアナウンサーとして活動し、東北の被災地をはじめ様々な現場取材を経験する。２０１３年７月、兵庫選挙区より参議院議員に初当選,/japanese/joho1/kousei/giin/profile/7013025.htm
兵庫県,高橋　　光男,たかはし　みつお,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7019027.jpg,公明党,昭和５２年２月１５日兵庫県宝塚市生まれ○平成１２年大阪外国語大学（現大阪大学）在学中に外務省専門職試験に合格し中退○平成１３年外務省入省○在アンゴラ日本大使館三等書記官、在リオデジャネイロ日本総領事館副領事、語学指導官補佐（ポルトガル語）、在ブラジル日本大使館一等書記官など歴任。主に国際協力、アフリカ開発、投資協定（モザンビーク）を担当○ポルトガル語通訳担当官として総理通訳などを務めた○令和元年参議院議員選挙（兵庫選挙区）に初当選○令和３年中央大学法学部卒業○公明党青年委員会副委員長、学生局長代理、国際局次長、労働局次長○現在参議院国土交通委員会理事、同決算委員会委員、同外交・安全保障に関する調査会委員○著書『世界を駆けた、確かなチカラ』（潮出版社）,/japanese/joho1/kousei/giin/profile/7019027.htm
兵庫県,伊藤　　孝江,いとう　たかえ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016005.jpg,公明党,昭和４３年１月１３日兵庫県尼崎市生まれ○大阪府立北千里高校を経て、平成３年関西大学法学部を卒業○平成７年司法試験に合格し、平成８年４月司法修習生に採用される（５０期）。平成１０年３月司法修習修了、同年４月弁護士登録（大阪弁護士会）。大阪弁護士会人権擁護委員会副委員長、日弁連人権擁護委員会委員、大阪弁護士会人権調査室嘱託、関西大学法科大学院非常勤講師、ＮＰＯ法人建築問題研究会理事長を歴任。平成２２年４月税理士登録○現在文部科学大臣政務官。参議院文教科学委員会委員。公明党女性委員会副委員長○著書「ヒマワリのように、希望に向かって」、共著「名誉毀損・プライバシー報道被害の救済　実務と提言」、共著「代理人のための面会交流の実務」,/japanese/joho1/kousei/giin/profile/7016005.htm
兵庫県,片山　　大介,かたやま　だいすけ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016014.jpg,日本維新の会,昭和４１年１０月６日生まれ。出身地・岡山県○昭和６０年３月、東京都立青山高等学校を卒業。平成４年３月、慶應義塾大学理工学部管理工学科を卒業○平成４年４月、日本放送協会に記者として入局。水戸放送局と福島放送局の勤務を経て、報道局・社会部に配属。社会部時代は、主に皇室の取材を担当。皇室のご慶事などでＴＶ解説や中継を行う○平成２４年３月、早稲田大学大学院公共経営研究科を修了。仕事のかたわら１年間、大学院に通い、地方自治の課題を学ぶ。修士論文は「ＴＰＰ時代の日本農業の活路」○平成２７年１１月、日本放送協会を退職○平成２８年７月、兵庫県選挙区より参議院議員に初当選,/japanese/joho1/kousei/giin/profile/7016014.htm
兵庫県,末松　　信介,すえまつ　しんすけ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7004033.jpg,自由民主党,昭和３０年１２月１７日兵庫県神戸市西区生まれ、同５４年３月関西学院大学法学部を卒業、同年全日本空輸（ＡＮＡ）入社、同５８年兵庫県議会議員に初当選、以来６期連続当選。平成８年兵庫県議会副議長、同１３年自由民主党兵庫県連政務調査会長、同１５年自由民主党兵庫県連幹事長、同１６年兵庫県議会議員を辞職。第２０回参議院議員通常選挙（兵庫県選挙区）に初当選、同１８年国土交通委員会筆頭理事、同２０年財務大臣政務官、同２１年自由民主党兵庫県連会長、同２２年行政監視委員長、同２４年自由民主党水産部会長、同２５年外交防衛委員長、同２６年自由民主党幹事長代理、同２８年国土交通副大臣・内閣府副大臣・復興副大臣、同２９年議院運営委員会筆頭理事、同３０年議院運営委員長、令和元年参議院自由民主党国会対策委員長、令和３年文部科学大臣○現在予算委員長、自由民主党兵庫県連会長,/japanese/joho1/kousei/giin/profile/7004033.htm
奈良県,堀井　　　巌,ほりい　いわお,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013048.jpg,自由民主党,昭和４０年１０月２２日奈良県橿原市に生まれ、東大寺学園高校を経て、同６３年東京大学経済学部卒業○昭和６３年自治省（現総務省）入省、在サンフランシスコ日本国総領事館領事、消防庁課長補佐、静岡県財政室長、総務省自治財政局財政企画官、内閣官房副長官秘書官、岡山県総務部長、総務省室長等を歴任○平成２５年７月第２３回参議院議員選挙にて奈良県選挙区で初当選。農林水産委員会委員、予算委員会理事、自民党副幹事長、外交防衛委員会筆頭理事、参議院自民党国会対策副委員長、外務大臣政務官○現在自民党外交部会長、予算委員会委員、外交防衛委員会委員、倫理選挙特別委員会理事、憲法審査会幹事、情報監視審査会会長代理委員、自民党国際局次長、奈良県サッカー協会会長、奈良陸上競技協会会長,/japanese/joho1/kousei/giin/profile/7013048.htm
奈良県,佐藤　　　啓,さとう　けい,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016019.jpg,自由民主党,昭和５４年４月７日生まれ。奈良市出身。奈良市立東登美ヶ丘小学校、西大和学園中学校・高等学校を経て、平成１５年東京大学経済学部卒業○平成１５年総務省入省、人事院長期在外研究員として、米・カーネギーメロン大学大学院及び南カリフォルニア大学大学院修了、茨城県常陸太田市総務部長兼政策企画部長、総務省自治財政局課長補佐、首相官邸（内閣総理大臣補佐官秘書官）等を歴任○平成２８年７月第２４回参議院議員通常選挙にて奈良県選挙区で初当選○令和２年９月経済産業大臣政務官・内閣府大臣政務官・復興大臣政務官○令和４年７月第２６回参議院議員通常選挙奈良県選挙区で２期目当選○現在総務委員会理事、自民党青年局長代理,/japanese/joho1/kousei/giin/profile/7016019.htm
和歌山県,世耕　　弘成,せこう　ひろしげ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g5998069.jpg,自由民主党,昭和３７年１１月９日生、新宮市在住○大阪教育大学附属天王寺中高卒○昭和６１年早稲田大学政経学部政治学科卒。日本電信電話株式会社入社。本社広報部報道部門を経て、平成２年より同４年までボストン大学コミュニケーション学部大学院留学。企業広報論で修士号取得○平成７年関西支社経理部経営管理担当課長、同８年本社広報部報道担当課長○平成１０年参議院議員当選○自民党和歌山県支部連合会会長○平成１５年総務大臣政務官○平成１７年参議院総務委員長○平成１８年内閣総理大臣補佐官○平成１９年参議院議院運営委員会筆頭理事○平成２２年参議院予算委員会筆頭理事、参議院自民党幹事長代理○平成２３年参議院自民党国対委員長代理○平成２４年参議院自民党政審会長、内閣官房副長官○平成２８年経済産業大臣、ロシア経済分野協力担当大臣○平成３０年国際博覧会担当大臣を兼任○令和元年参議院自民党幹事長,/japanese/joho1/kousei/giin/profile/5998069.htm
和歌山県,鶴保　　庸介,つるほ　ようすけ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g5998036.jpg,自由民主党,昭和４２年２月５日大阪府生まれ、平成４年東京大学法学部卒業○衆議院議員秘書を経て、同８年、衆議院総選挙和歌山２区より立候補次点、同１０年７月、参議院選挙和歌山選挙区より最年少初当選、予算委員会理事等委員を歴任、同１４年、国土交通大臣政務官（２期連続）、参議院自由民主党国会対策副委員長、自由民主党水産部会長、同１８年８月、参議院厚生労働委員長、参議院国土交通委員会筆頭理事、自由民主党政務調査会副会長、同２２年１０月参議院決算委員長、同２３年１０月参議院議院運営委員長、同２４年１２月国土交通副大臣、同２６年９月参議院自由民主党政策審議会会長（２期連続）、内閣府特命担当大臣（沖縄及び北方対策）、参議院資源エネルギーに関する調査会長、参議院国際経済・外交に関する調査会長○現在地方創生及びデジタル社会の形成等に関する特別委員長、芸術議員連盟事務局長、捕鯨議員連盟幹事長代理,/japanese/joho1/kousei/giin/profile/5998036.htm
鳥取県・島根県,舞立　　昇治,まいたち　しょうじ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013049.jpg,自由民主党,昭和５０年８月１３日鳥取県日吉津村生まれ。米子東高校を経て、東京大学経済学部卒業○平成１１年４月自治省入省。以後、福岡県庁、厚生労働省介護保険課、下関市財政部長、新潟県地域政策課長、財政課長、消防庁消防・救急課、総務省市町村税課、企画課、準公営企業室などを歴任○議院運営委員会理事、農林水産委員会筆頭理事、内閣府大臣政務官、党副幹事長、党水産部会長などを歴任○現在総務委員会委員、行政監視委員会筆頭理事、政治倫理の確立及び選挙制度に関する特別委員会委員、参議院自由民主党国会対策委員会副委員長,/japanese/joho1/kousei/giin/profile/7013049.htm
鳥取県・島根県,青木　　一彦,あおき　かずひこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7010001.jpg,自由民主党,昭和３６年３月２５日、島根県出雲市大社町生まれ○大社高校、早稲田大学教育学部卒業○内閣官房長官秘書官、参議院議員秘書○平成２２年７月、参議院議員選挙初当選○国土交通副大臣、予算委員会筆頭理事、政府開発援助等及び沖縄・北方問題に関する特別委員長、参議院党国会対策委員長代理、国土交通大臣政務官、水産部会長代理、農林副部会長、国土交通副部会長等を歴任,/japanese/joho1/kousei/giin/profile/7010001.htm
岡山県,石井　　正弘,いしい　まさひろ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7013008.jpg,自由民主党,昭和２０年１１月２９日岡山県岡山市生まれ。昭和４４年東京大学法学部卒業。同年建設省入省、建設大臣秘書官、内閣法制局参事官、建設省民間住宅課長、河川総務課長、大臣官房文書課長、大臣官房審議官、平成８年７月建設省退職。同年岡山県知事当選、平成１２年、平成１６年、平成２０年当選（計４期）。この間、全国知事会総務常任委員長、同道州制特別委員長、地方制度調査会委員、中央教育審議会委員。平成２５年７月参議院議員に当選、経済産業副大臣兼内閣府副大臣、参議院内閣委員長○現在自民党政務調査会副会長、参議院自民党政策審議会副会長、自民党税制調査会幹事○主要著書「新世紀きびの国の創造」他,/japanese/joho1/kousei/giin/profile/7013008.htm
岡山県,小野田　紀美,おのだ　きみ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7016013.jpg,自由民主党,昭和５７年１２月７日生まれ。岡山県瀬戸内市邑久町虫明出身。邑久町立裳掛小学校、清心中学校、清心女子高等学校、拓殖大学政経学部政治学科卒業。ＣＤ・ゲーム制作会社にて広報・プロモーション・制作などを担当。東京都北区議会議員を務めた後、平成２８年第２４回参議院議員選挙にふるさとである岡山県選挙区から立候補し、初当選○党政調副会長、党参政審副会長、党過疎対策特別委員会事務局次長、党クールジャパン特命委員会、参農林水産委員、党農林副部会長、党外交副部会長、法務大臣政務官○現在防衛大臣政務官、参外交防衛委員、参災害対策特別委員,/japanese/joho1/kousei/giin/profile/7016013.htm
広島県,宮口　　治子[福田　治子],みやぐち　はるこ,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/photo/g7021001.jpg,立憲民主・社民,１９７６年３月広島県福山市生まれ。私立福山暁の星女子中・高等学校卒業。大阪音楽大学音楽学部声楽科卒業。大阪にあったパナソニック・スクエアでのナレーターを皮切りに、ＫＳＢ瀬戸内海放送キャスター・リポーター、エフエムふくやまパーソナリティー、フリーアナウンサーとして活動した。３人の子を育てる母親であり、双子のうち長男に重度の広汎性発達障がいがある。長男を連れて出かけた先で起こったアクシデントをきっかけに、見た目には分からない障がいや弱さがある方々が、同じように困っているのではないかという気付きを得て、２０１４年よりヘルプマークの普及啓発活動を行う任意の団体を有志で立ち上げ代表として活動。２０２１年４月に行われた参議院広島県選出議員再選挙にて初当選を果たした,/japanese/joho1/kousei/giin/profile/7021001.htm
